Year,Month,Day,RMM1,RMM2,Phase,Amplitude
1974,6,1,1.63447,1.20304,5,2.02948
1974,6,2,1.60289,1.01512,5,1.89729
1974,6,3,1.51625,1.08551,5,1.86476
1974,6,4,1.50981,1.03573,5,1.83092
1974,6,5,1.55906,1.30518,5,2.0332601
1974,6,6,1.20626,1.62889,6,2.0269001
1974,6,7,0.61110097,1.7224801,6,1.82767
1974,6,8,0.326395,1.77818,6,1.8078901
1974,6,9,0.0938282013,1.35694,6,1.36018
1974,6,10,-0.0861262977,0.77547598,7,0.78024399
1974,6,11,0.111394,0.389534,6,0.405148
1974,6,12,0.120489,0.0138852,5,0.121286
1974,6,13,0.0192805994,-0.21766999,3,0.218519
1974,6,14,-0.10436,-0.38104999,2,0.395082
1974,6,15,-0.18294001,-0.64534998,2,0.670775
1974,6,16,-0.23596001,-0.47106999,2,0.52686501
1974,6,17,-0.49869001,-0.48752001,1,0.697402
1974,6,18,-0.56980002,-0.36398,1,0.67613399
1974,6,19,-0.69502997,-0.35556999,1,0.78070498
1974,6,20,-0.72915,-0.47646001,1,0.87101501
1974,6,21,-1.09443,-0.83275002,1,1.37523
1974,6,22,-1.09851,-0.83867002,1,1.3820601
1974,6,23,-1.06244,-0.50405002,1,1.17594
1974,6,24,-0.88507003,-0.32444,1,0.94265801
1974,6,25,-0.76582003,-0.33355001,1,0.83530402
1974,6,26,-0.83446997,-0.41418001,1,0.93160701
1974,6,27,-0.80129999,-0.35989001,1,0.87841302
1974,6,28,-0.56441998,-0.29798999,1,0.63824999
1974,6,29,-0.0970496982,-0.40189001,2,0.41344199
1974,6,30,0.00914870016,-0.24384999,3,0.244017
1974,7,1,0.26054999,0.087101303,5,0.27472401
1974,7,2,0.26702401,0.23012,5,0.352501
1974,7,3,0.355582,0.387155,6,0.52566898
1974,7,4,0.844383,0.42613801,5,0.94582099
1974,7,5,1.1206599,0.40039399,5,1.19004
1974,7,6,1.07635,0.59540701,5,1.23006
1974,7,7,0.81290197,0.870444,6,1.191
1974,7,8,0.431732,1.08825,6,1.17076
1974,7,9,0.0810154006,1.17053,6,1.1733299
1974,7,10,-0.12074,1.12966,7,1.13609
1974,7,11,-0.27891999,0.99857098,7,1.03679
1974,7,12,-0.13957,0.70270902,7,0.71643502
1974,7,13,-0.20472001,0.40228,7,0.45137301
1974,7,14,-0.19937,0.110841,8,0.22811399
1974,7,15,-0.0952897966,-0.13186,2,0.162691
1974,7,16,-0.10831,-0.31318,2,0.33138201
1974,7,17,-0.00567336986,-0.50314999,2,0.50318003
1974,7,18,0.17968801,-0.44850999,3,0.48316699
1974,7,19,0.285321,-0.48164999,3,0.55981499
1974,7,20,0.33098501,-0.90205002,3,0.96085697
1974,7,21,0.364833,-1.29166,3,1.34219
1974,7,22,0.34641901,-1.20997,3,1.25858
1974,7,23,0.39280599,-1.04746,3,1.11869
1974,7,24,0.44716999,-0.87783003,3,0.98516703
1974,7,25,0.45279199,-0.83618999,3,0.95091301
1974,7,26,0.556867,-0.80813003,3,0.98141599
1974,7,27,0.73983401,-0.60003,4,0.95257097
1974,7,28,0.66544199,-0.42067999,4,0.78726202
1974,7,29,0.78544903,-0.13224,4,0.79650301
1974,7,30,1.13624,0.0574810989,5,1.1377
1974,7,31,1.2519799,0.66262197,5,1.41652
1974,8,1,1.30887,0.96449101,5,1.62585
1974,8,2,1.33118,1.27768,5,1.84513
1974,8,3,1.33971,1.39658,6,1.93527
1974,8,4,1.24842,1.59883,6,2.0284901
1974,8,5,0.83587003,1.6715,6,1.86884
1974,8,6,0.53584999,1.73989,6,1.8205301
1974,8,7,0.123568,1.77426,6,1.77856
1974,8,8,-0.14636999,1.73052,7,1.7367001
1974,8,9,-0.20364,1.43698,7,1.45134
1974,8,10,0.217168,1.28915,6,1.30731
1974,8,11,0.69975901,0.96175498,6,1.1893899
1974,8,12,1.0636899,0.65503901,5,1.2492
1974,8,13,1.20518,0.48745301,5,1.30002
1974,8,14,1.27891,0.49253401,5,1.3704799
1974,8,15,1.44282,0.49833199,5,1.52645
1974,8,16,1.48221,0.185792,5,1.4938101
1974,8,17,1.13067,0.0618746988,5,1.13237
1974,8,18,0.78694302,-0.20013,4,0.81199199
1974,8,19,0.432825,-0.32099,4,0.53886199
1974,8,20,0.29646799,-0.20141,4,0.35841301
1974,8,21,0.358073,-0.17985,4,0.40070099
1974,8,22,-0.076979503,-0.0303150993,1,0.0827336013
1974,8,23,-0.44893,0.0253940001,8,0.44964299
1974,8,24,-0.60205001,-0.0305738002,1,0.60282803
1974,8,25,-0.65280002,0.0907431021,8,0.659073
1974,8,26,-0.41896999,0.148205,8,0.44441399
1974,8,27,-0.32314,-0.0914905965,1,0.33583999
1974,8,28,-0.29387,-0.24602,1,0.38325301
1974,8,29,-0.43109,-0.19288,1,0.47227401
1974,8,30,-0.43665001,-0.18707,1,0.47503099
1974,8,31,-0.55282998,-0.28942999,1,0.62401599
1974,9,1,-0.74307001,-0.32225999,1,0.80994099
1974,9,2,-0.75700998,-0.34913,1,0.83363903
1974,9,3,-0.85425001,-0.47042999,1,0.97522098
1974,9,4,-0.94621998,-0.57047999,1,1.10489
1974,9,5,-0.95005,-0.76164001,1,1.21766
1974,9,6,-0.96430999,-1.19541,2,1.53587
1974,9,7,-0.82861,-1.49167,2,1.70636
1974,9,8,-0.80839998,-1.29056,2,1.52284
1974,9,9,-0.65211999,-1.0919501,2,1.27185
1974,9,10,-0.41312999,-1.1061701,2,1.1807899
1974,9,11,-0.56989002,-1.01692,2,1.16572
1974,9,12,-0.72498,-0.76901001,2,1.05687
1974,9,13,-0.84693003,-0.41613999,1,0.94363898
1974,9,14,-0.87629998,-0.19989,1,0.89880598
1974,9,15,-0.80839998,-0.26515001,1,0.85077298
1974,9,16,-0.78055,-0.43065,1,0.89147198
1974,9,17,-1.06102,-0.49926001,1,1.1726201
1974,9,18,-1.1999,-0.34349999,1,1.2481
1974,9,19,-1.12629,-0.41894001,1,1.2016799
1974,9,20,-0.84605998,-0.40851,1,0.93952203
1974,9,21,-0.81788999,-0.54575998,1,0.98325902
1974,9,22,-0.67409998,-0.63260001,1,0.92444402
1974,9,23,-0.62136,-0.52231997,1,0.81173003
1974,9,24,-0.38978001,-0.43151999,2,0.581496
1974,9,25,-0.3881,-0.36067,1,0.52981597
1974,9,26,-0.29288,-0.23269001,1,0.374062
1974,9,27,-0.064655602,-0.21548,2,0.22497
1974,9,28,0.0821096972,-0.39265001,3,0.40114099
1974,9,29,0.35314399,-0.72869998,3,0.80975801
1974,9,30,0.55558002,-0.88555002,3,1.0454
1974,10,1,0.57893199,-0.90973997,3,1.07833
1974,10,2,0.75894701,-0.95043999,3,1.21628
1974,10,3,0.896649,-0.58042002,4,1.06812
1974,10,4,0.673576,-0.38633001,4,0.776501
1974,10,5,0.63213599,-0.10522,4,0.64083397
1974,10,6,0.51666898,0.184193,5,0.54852003
1974,10,7,0.83917898,0.45932499,5,0.956662
1974,10,8,1.0339299,0.36872,5,1.09771
1974,10,9,1.26917,0.216249,5,1.28746
1974,10,10,1.51384,0.19686399,5,1.52659
1974,10,11,1.6412899,0.0541350991,5,1.64218
1974,10,12,1.58476,-0.0836490989,4,1.58697
1974,10,13,1.4619499,-0.20847,4,1.47674
1974,10,14,1.24914,-0.19396999,4,1.26411
1974,10,15,1.03918,-0.21719,4,1.06163
1974,10,16,1.06576,-0.0504916012,4,1.06695
1974,10,17,1.17822,0.174274,5,1.19104
1974,10,18,1.20346,0.392461,5,1.26583
1974,10,19,1.24572,0.535869,5,1.3560801
1974,10,20,1.28298,0.63932902,5,1.43345
1974,10,21,1.284,0.73060203,5,1.4773099
1974,10,22,1.16142,0.790281,5,1.40479
1974,10,23,0.90081602,0.65329099,5,1.11277
1974,10,24,0.462304,0.51892698,6,0.69498903
1974,10,25,0.0807724968,0.56284499,6,0.56861198
1974,10,26,-0.1288,0.312778,7,0.33825999
1974,10,27,-0.17058,-0.13217001,1,0.215793
1974,10,28,-0.064556703,-0.41755,2,0.42251199
1974,10,29,0.0150870997,-0.23621,3,0.23669299
1974,10,30,0.23195,-0.0558588989,4,0.238581
1974,10,31,0.50510299,0.0259395,5,0.50576901
1974,11,1,0.52768499,0.175881,5,0.55622399
1974,11,2,0.32781199,0.43578401,6,0.54531503
1974,11,3,0.29864299,0.70565403,6,0.76624799
1974,11,4,0.45745999,0.55004698,6,0.71541703
1974,11,5,0.45928001,0.49216101,6,0.67317098
1974,11,6,0.45422301,0.44554001,5,0.63625801
1974,11,7,0.66380101,0.57642299,5,0.87914503
1974,11,8,0.39278501,0.44639799,6,0.59460199
1974,11,9,0.246518,0.71622503,6,0.75746202
1974,11,10,-0.14855,0.80252701,7,0.81616002
1974,11,11,-0.67469001,0.781394,7,1.03237
1974,11,12,-0.86119998,0.73770899,8,1.13396
1974,11,13,-0.77442998,0.75320601,8,1.0803
1974,11,14,-0.57187998,0.67392802,7,0.88387102
1974,11,15,-0.48440999,0.351381,8,0.59842998
1974,11,16,-0.49529999,0.28007999,8,0.56900799
1974,11,17,-0.47929001,0.56144702,7,0.738204
1974,11,18,-0.39283001,0.78481299,7,0.87763798
1974,11,19,-0.39276999,0.848571,7,0.93506002
1974,11,20,-0.32886001,0.89569402,7,0.95415699
1974,11,21,-0.17398,0.754785,7,0.77457702
1974,11,22,0.312823,0.64342803,6,0.71544302
1974,11,23,0.86278498,0.61813802,5,1.06136
1974,11,24,0.85349798,0.40556401,5,0.94495499
1974,11,25,0.97087502,0.384895,5,1.04439
1974,11,26,0.81264198,0.67188501,5,1.05443
1974,11,27,0.70419902,0.84164298,6,1.0973901
1974,11,28,0.43421799,0.96935701,6,1.06217
1974,11,29,0.0203644,1.03585,6,1.03605
1974,11,30,-0.30756,1.13932,7,1.18011
1974,12,1,-0.72601998,0.96864402,7,1.21053
1974,12,2,-0.85040998,0.89089,7,1.23162
1974,12,3,-0.95915997,0.70959902,8,1.19312
1974,12,4,-0.88388002,0.202692,8,0.90682203
1974,12,5,-0.67119002,-0.33344001,1,0.74945199
1974,12,6,-0.40798,-0.63299,2,0.75307298
1974,12,7,-0.0981672034,-0.47084001,2,0.48096901
1974,12,8,-0.19568001,-0.18716,1,0.27077401
1974,12,9,-0.0476704016,-0.034988299,1,0.0591324009
1974,12,10,0.0909525007,-0.0115460996,4,0.0916823968
1974,12,11,0.28041801,0.19360299,5,0.34075901
1974,12,12,-0.0861757025,0.41711101,7,0.42592001
1974,12,13,-0.24369,0.46977001,7,0.52921301
1974,12,14,-0.28283,0.204587,8,0.349069
1974,12,15,-0.3937,0.35828501,8,0.53232503
1974,12,16,-0.57059002,0.59700698,7,0.825827
1974,12,17,-0.48232999,0.69856101,7,0.84890199
1974,12,18,-0.36357,0.71566701,7,0.80272198
1974,12,19,-0.50213999,0.67306399,7,0.83973598
1974,12,20,-0.94752997,0.73516202,8,1.19928
1974,12,21,-1.26679,0.49437299,8,1.35984
1974,12,22,-1.49286,0.410409,8,1.54825
1974,12,23,-1.41895,-0.18106,1,1.43045
1974,12,24,-1.4376301,-0.36104,1,1.48227
1974,12,25,-1.35058,-0.54887998,1,1.45786
1974,12,26,-1.08541,-0.86048001,1,1.38512
1974,12,27,-0.72742999,-1.0168999,2,1.25029
1974,12,28,-0.49579999,-0.72926003,2,0.88183898
1974,12,29,-0.26330999,-0.53425997,2,0.59562302
1974,12,30,0.0771431997,-0.71886998,3,0.723001
1974,12,31,0.18778899,-1.0711401,3,1.0874799
1975,1,1,0.349933,-1.0221699,3,1.08041
1975,1,2,0.40193501,-1.21842,3,1.28301
1975,1,3,0.54532498,-1.0697,3,1.20068
1975,1,4,0.240114,-1.0589401,3,1.08583
1975,1,5,0.210399,-1.01378,3,1.03538
1975,1,6,0.42651001,-1.13214,3,1.20982
1975,1,7,0.86389297,-1.11867,3,1.4134099
1975,1,8,1.09816,-0.67984998,4,1.2915699
1975,1,9,1.39965,-0.18226001,4,1.4114701
1975,1,10,1.38129,0.0567975007,5,1.38245
1975,1,11,1.42846,0.182018,5,1.44001
1975,1,12,1.19234,0.47753599,5,1.28441
1975,1,13,0.704045,0.70962799,6,0.99962503
1975,1,14,0.49998,1.20179,6,1.30165
1975,1,15,0.24922401,1.41221,6,1.4340301
1975,1,16,-0.21245,1.70046,7,1.71368
1975,1,17,-0.65570003,1.72551,7,1.84589
1975,1,18,-1.0711,1.53573,7,1.87236
1975,1,19,-1.5177799,1.17969,8,1.92233
1975,1,20,-1.97859,1.23032,8,2.3299201
1975,1,21,-2.0882001,0.85870099,8,2.25787
1975,1,22,-1.9653701,0.66494399,8,2.07481
1975,1,23,-1.9603,0.47571099,8,2.0172
1975,1,24,-1.8009599,0.42873499,8,1.85129
1975,1,25,-2.0430901,0.43445101,8,2.0887699
1975,1,26,-1.92614,0.615197,8,2.0220001
1975,1,27,-1.776,0.86228597,8,1.97426
1975,1,28,-1.8505501,1.17949,8,2.1944799
1975,1,29,-2.0741899,0.75050199,8,2.20579
1975,1,30,-2.3092201,0.61277997,8,2.3891399
1975,1,31,-2.155,0.24450999,8,2.1688299
1975,2,1,-2.0206599,-0.1508,1,2.0262799
1975,2,2,-1.78478,-0.53523999,1,1.86331
1975,2,3,-1.67861,-1.04601,1,1.9778399
1975,2,4,-1.45917,-1.4988199,2,2.09181
1975,2,5,-1.25,-1.58734,2,2.0204301
1975,2,6,-1.1558,-1.73176,2,2.0820301
1975,2,7,-0.92308998,-2.1097701,2,2.30288
1975,2,8,-0.30785999,-2.03526,2,2.0584099
1975,2,9,0.317404,-1.65631,3,1.68644
1975,2,10,0.79782802,-1.39782,3,1.60948
1975,2,11,1.06186,-0.90051001,4,1.39229
1975,2,12,1.3392,-0.51899999,4,1.43625
1975,2,13,1.30162,-0.0131091997,4,1.30168
1975,2,14,1.28277,0.329366,5,1.32438
1975,2,15,1.08165,0.866642,5,1.3860101
1975,2,16,0.75317901,1.02104,6,1.26878
1975,2,17,0.20764901,0.94213402,6,0.964746
1975,2,18,-0.44931,1.03002,7,1.12375
1975,2,19,-0.82283002,0.906021,7,1.2239
1975,2,20,-1.02951,0.52389401,8,1.15514
1975,2,21,-1.16531,0.38895699,8,1.22851
1975,2,22,-1.1001,-0.12433,1,1.1071
1975,2,23,-1.38481,-0.0417277999,1,1.38544
1975,2,24,-1.51317,-0.0665443018,1,1.51463
1975,2,25,-1.35691,-0.28832999,1,1.38721
1975,2,26,-0.87691998,-0.59785002,1,1.06133
1975,2,27,-0.70519,-0.99058002,2,1.21595
1975,2,28,-0.54053998,-1.1344301,2,1.2566299
1975,3,1,-0.35677001,-1.2005399,2,1.25243
1975,3,2,-0.0755003989,-1.199,2,1.20137
1975,3,3,-0.0670491979,-1.29046,2,1.2922
1975,3,4,-0.43504,-1.425,2,1.48993
1975,3,5,-0.44707,-1.37059,2,1.44166
1975,3,6,-0.0563741997,-1.49341,2,1.49447
1975,3,7,0.34938201,-1.57543,3,1.61371
1975,3,8,0.22672901,-1.60545,3,1.62138
1975,3,9,0.287541,-1.34672,3,1.37708
1975,3,10,0.42356899,-1.1422,3,1.21821
1975,3,11,0.41606101,-1.33121,3,1.39472
1975,3,12,0.45040801,-1.49685,3,1.56314
1975,3,13,0.426135,-1.56566,3,1.62262
1975,3,14,0.61128998,-1.68682,3,1.79417
1975,3,15,0.96258801,-1.93252,3,2.1589799
1975,3,16,1.0669301,-2.08757,3,2.34442
1975,3,17,1.28534,-1.74719,3,2.16905
1975,3,18,1.1344301,-1.29023,3,1.71803
1975,3,19,1.07235,-0.95157999,4,1.4336801
1975,3,20,1.4071,-0.68189001,4,1.56362
1975,3,21,1.5728101,-0.71108001,4,1.7260799
1975,3,22,1.5787899,-0.33386001,4,1.6137
1975,3,23,1.49852,0.31308901,5,1.53088
1975,3,24,1.42146,0.662099,5,1.56809
1975,3,25,1.32772,0.93325299,5,1.6229
1975,3,26,0.91228598,0.95528197,6,1.32092
1975,3,27,0.19299001,0.738469,6,0.76327097
1975,3,28,-0.25271001,0.776411,7,0.81650299
1975,3,29,-0.33397999,1.02918,7,1.08201
1975,3,30,-0.46474999,1.25758,7,1.34071
1975,3,31,-0.70596999,1.52897,7,1.68409
1975,4,1,-0.81059003,1.5536799,7,1.7524199
1975,4,2,-0.85487998,1.1937701,7,1.4683
1975,4,3,-1.0080301,0.85826802,8,1.32392
1975,4,4,-1.36239,0.85376298,8,1.6078
1975,4,5,-1.3323801,0.678155,8,1.4950401
1975,4,6,-1.21341,0.36733899,8,1.26779
1975,4,7,-1.2643501,-0.0671676993,1,1.26613
1975,4,8,-1.09815,-0.48627001,1,1.20099
1975,4,9,-0.84250998,-1.18366,2,1.45289
1975,4,10,-0.66240001,-1.4598401,2,1.60309
1975,4,11,-0.65794998,-1.5472701,2,1.68135
1975,4,12,-0.58406001,-2.0250399,2,2.1075799
1975,4,13,-0.31641001,-2.3662701,2,2.3873301
1975,4,14,-0.0339241996,-2.69172,2,2.6919301
1975,4,15,0.27016899,-2.8252299,3,2.83811
1975,4,16,0.67006302,-2.47312,3,2.56229
1975,4,17,1.33311,-2.1544099,3,2.53351
1975,4,18,1.88192,-1.65794,4,2.50807
1975,4,19,2.0578001,-1.1721801,4,2.3682401
1975,4,20,2.17908,-0.73154998,4,2.2986
1975,4,21,2.22366,-0.20938,4,2.2335
1975,4,22,2.24403,0.30976799,5,2.26531
1975,4,23,1.88205,0.88283801,5,2.07883
1975,4,24,1.54311,1.04672,5,1.86462
1975,4,25,1.10077,0.83877403,5,1.38392
1975,4,26,0.46127799,0.861274,6,0.97702098
1975,4,27,-0.0506617017,0.92472798,7,0.92611498
1975,4,28,-0.31604999,0.838462,7,0.89604902
1975,4,29,-0.49182999,0.503842,7,0.70409697
1975,4,30,-0.44264001,0.177417,8,0.47687301
1975,5,1,-0.51411003,-0.0914644003,1,0.52218503
1975,5,2,-0.44068,-0.4298,1,0.61557102
1975,5,3,-0.50384003,-0.63936001,2,0.81402397
1975,5,4,-0.27851,-0.85404998,2,0.89831799
1975,5,5,-0.34733,-0.96214002,2,1.02291
1975,5,6,-0.38306999,-1.1084,2,1.17273
1975,5,7,-0.14167,-1.06822,2,1.07757
1975,5,8,-0.062807098,-0.58036,2,0.58375001
1975,5,9,-0.19451,-0.48482001,2,0.52238601
1975,5,10,-0.0220235009,-0.36340001,2,0.36407
1975,5,11,-0.0819438994,-0.38753,2,0.396101
1975,5,12,-0.14179,-0.50716001,2,0.52660602
1975,5,13,-0.0300370995,-0.42515999,2,0.42621601
1975,5,14,0.0825615004,-0.14576,3,0.16751499
1975,5,15,0.24927001,-0.2746,3,0.37086701
1975,5,16,0.29898801,-0.30814999,3,0.42936301
1975,5,17,0.0255210008,-0.12373,3,0.12633701
1975,5,18,-0.0788851976,-0.0764074996,1,0.109823
1975,5,19,-0.22872999,-0.10125,1,0.250139
1975,5,20,-0.54890001,-0.37039,1,0.66217798
1975,5,21,-0.79933,-0.37832001,1,0.884332
1975,5,22,-0.74673003,-0.48262,1,0.88911802
1975,5,23,-0.60698998,-0.69967002,2,0.92626798
1975,5,24,-0.55742002,-1.0550801,2,1.19328
1975,5,25,-0.66338003,-1.1690201,2,1.34413
1975,5,26,-0.52266997,-1.00327,2,1.13125
1975,5,27,-0.33289,-0.51683003,2,0.61475903
1975,5,28,-0.41749999,-0.41312999,1,0.587354
1975,5,29,-0.52021998,-0.20582999,1,0.559457
1975,5,30,-0.51056999,0.0740977004,8,0.51591998
1975,5,31,-0.67028999,0.100024,8,0.67770702
1975,6,1,-0.80637997,0.00893750042,8,0.80642998
1975,6,2,-1.19013,-0.29730999,1,1.2266999
1975,6,3,-1.11652,-0.79881001,1,1.3728499
1975,6,4,-0.73707998,-1.1811399,2,1.39226
1975,6,5,-0.18460999,-1.23436,2,1.24809
1975,6,6,0.0529439002,-1.00591,3,1.0073
1975,6,7,0.261154,-0.88129997,3,0.91917503
1975,6,8,0.307477,-0.60602999,3,0.67956603
1975,6,9,0.56679201,-0.6749,3,0.88132697
1975,6,10,0.69480902,-0.42120001,4,0.81251001
1975,6,11,0.68821299,-0.19068,4,0.71414101
1975,6,12,0.48801801,-0.0318777002,4,0.48905799
1975,6,13,0.42914101,-0.0746517032,4,0.43558601
1975,6,14,0.61851501,-0.0133726001,4,0.61865902
1975,6,15,0.798733,-0.00793293025,4,0.79877198
1975,6,16,1.00658,-0.14038,4,1.01633
1975,6,17,1.28269,-0.0936779007,4,1.28611
1975,6,18,1.74599,-0.0733306035,4,1.74752
1975,6,19,2.12992,0.28983599,5,2.14955
1975,6,20,2.0276899,0.68429101,5,2.1400399
1975,6,21,1.85167,0.82911599,5,2.02882
1975,6,22,1.40116,1.24376,5,1.8735501
1975,6,23,1.4060301,1.57154,6,2.1087101
1975,6,24,1.75611,1.83921,6,2.5429499
1975,6,25,1.54757,1.46718,5,2.1325099
1975,6,26,0.935049,1.3614399,6,1.65162
1975,6,27,0.0925074965,1.47972,6,1.48261
1975,6,28,-0.63529003,1.6877199,7,1.8033299
1975,6,29,-1.09272,1.74002,7,2.0546801
1975,6,30,-1.5203201,1.5635999,7,2.1808801
1975,7,1,-2.0174501,1.3320301,8,2.4175301
1975,7,2,-2.1535499,1.22666,8,2.4784
1975,7,3,-1.99859,1.04255,8,2.2541699
1975,7,4,-1.84791,0.87839299,8,2.0460601
1975,7,5,-1.95389,0.647205,8,2.05829
1975,7,6,-2.08283,0.33127001,8,2.10901
1975,7,7,-2.00646,0.102029,8,2.0090499
1975,7,8,-1.73432,-0.35984999,1,1.77126
1975,7,9,-1.53166,-0.67561001,1,1.67405
1975,7,10,-1.38563,-0.78382999,1,1.59197
1975,7,11,-1.25065,-0.77647001,1,1.47208
1975,7,12,-0.78517997,-1.02601,2,1.29198
1975,7,13,-0.65886998,-0.99229997,2,1.19113
1975,7,14,-0.62594002,-1.13098,2,1.29263
1975,7,15,-0.43362999,-1.00096,2,1.09085
1975,7,16,-0.37011001,-1.05638,2,1.1193399
1975,7,17,-0.39247999,-1.22082,2,1.28236
1975,7,18,-0.41145,-1.1644599,2,1.23502
1975,7,19,-0.69316,-1.3063999,2,1.4789
1975,7,20,-0.76493001,-1.45733,2,1.64588
1975,7,21,-0.92690003,-1.6198,2,1.86625
1975,7,22,-1.13311,-1.83645,2,2.1578901
1975,7,23,-0.78798997,-1.92532,2,2.0803299
1975,7,24,-0.48097,-2.0299699,2,2.08617
1975,7,25,-0.29714999,-1.95349,2,1.97596
1975,7,26,0.238271,-1.5999399,3,1.6175801
1975,7,27,0.76883799,-1.04778,3,1.29959
1975,7,28,1.34141,-0.6081,4,1.47281
1975,7,29,1.4621,0.00749323983,5,1.4621201
1975,7,30,1.2004,0.61517,5,1.34885
1975,7,31,1.28146,0.84662902,5,1.53588
1975,8,1,1.18786,0.85501301,5,1.46358
1975,8,2,1.20161,0.95252699,5,1.53336
1975,8,3,1.31287,1.06884,5,1.69295
1975,8,4,1.32197,0.883582,5,1.59007
1975,8,5,1.11472,0.57337201,5,1.25354
1975,8,6,0.94682002,0.59270698,5,1.11704
1975,8,7,1.0578901,0.603652,5,1.2180001
1975,8,8,1.18582,0.46408001,5,1.2733999
1975,8,9,1.28302,0.16100501,5,1.29309
1975,8,10,1.1214401,0.24779999,5,1.14849
1975,8,11,1.19119,0.218953,5,1.21114
1975,8,12,1.21657,0.209135,5,1.23441
1975,8,13,1.1927,0.0753062963,5,1.19507
1975,8,14,1.16442,-0.0439748988,4,1.1652499
1975,8,15,1.06581,-0.0517031997,4,1.06706
1975,8,16,1.04685,-0.11103,4,1.05272
1975,8,17,0.98735303,-0.18522,4,1.00458
1975,8,18,0.70672101,-0.0725553036,4,0.71043599
1975,8,19,0.47037899,-0.0884990022,4,0.478632
1975,8,20,0.42615101,0.0804520994,5,0.43367901
1975,8,21,0.293791,0.335976,6,0.44631001
1975,8,22,0.13897701,0.21947999,6,0.259781
1975,8,23,-0.24641,0.0398255996,8,0.249605
1975,8,24,-0.54826999,-0.15681,1,0.57025301
1975,8,25,-0.6857,-0.60284001,1,0.91301799
1975,8,26,-0.78421998,-0.80154997,2,1.12138
1975,8,27,-0.8204,-1.06541,2,1.34468
1975,8,28,-0.69913,-1.33032,2,1.5028501
1975,8,29,-0.44659999,-1.4794199,2,1.54536
1975,8,30,-0.11191,-1.42906,2,1.43344
1975,8,31,-0.0382653996,-1.3076299,2,1.30819
1975,9,1,0.15729401,-1.1475199,3,1.15825
1975,9,2,0.31295201,-1.0338399,3,1.08017
1975,9,3,0.39542401,-0.87352997,3,0.95886397
1975,9,4,0.53515702,-0.66074002,3,0.85027802
1975,9,5,0.41101101,-0.67483997,3,0.79015303
1975,9,6,0.249047,-0.53849,3,0.59328997
1975,9,7,0.0648379028,-0.42954999,3,0.43441501
1975,9,8,-0.1191,-0.35363999,2,0.37315401
1975,9,9,-0.22301,-0.31935999,2,0.38951999
1975,9,10,-0.24255,-0.27217999,2,0.36457399
1975,9,11,-0.18986,-0.17094,1,0.25547701
1975,9,12,-0.25933999,-0.22901,1,0.34598199
1975,9,13,-0.45098001,-0.15015,1,0.47532099
1975,9,14,-0.40375999,-0.0554524995,1,0.40755299
1975,9,15,-0.73727,-0.0239573997,1,0.73765498
1975,9,16,-0.93804002,-0.14386,1,0.94900298
1975,9,17,-0.92918998,-0.11848,1,0.93671501
1975,9,18,-0.64793998,0.0789503008,8,0.65272701
1975,9,19,-0.72182,0.0953698978,8,0.728091
1975,9,20,-0.45488,-0.0830217972,1,0.46239501
1975,9,21,-0.67761999,-0.21152,1,0.70986301
1975,9,22,-0.59302002,-0.43443999,1,0.735129
1975,9,23,-0.42561001,-0.72000998,2,0.83639699
1975,9,24,-0.26789001,-1.11247,2,1.1442699
1975,9,25,-0.25953001,-1.18626,2,1.2143199
1975,9,26,0.0585905984,-1.1316,3,1.1331199
1975,9,27,0.51949698,-1.01529,3,1.14048
1975,9,28,1.00016,-0.69191998,4,1.21617
1975,9,29,1.17216,-0.27735999,4,1.20453
1975,9,30,1.45992,0.0869399011,5,1.46251
1975,10,1,1.4677,0.42400399,5,1.52772
1975,10,2,1.6512901,0.78831798,5,1.82981
1975,10,3,1.70139,0.946401,5,1.9469
1975,10,4,1.72147,0.705787,5,1.86053
1975,10,5,1.44047,0.54813701,5,1.54124
1975,10,6,1.11522,0.675376,5,1.30379
1975,10,7,0.71338302,0.87465501,6,1.12869
1975,10,8,0.38961199,0.99389702,6,1.06753
1975,10,9,0.25393599,0.94376397,6,0.97733003
1975,10,10,0.32247201,0.93072098,6,0.98500299
1975,10,11,0.29211199,0.830571,6,0.88044202
1975,10,12,0.318111,0.75813901,6,0.82217401
1975,10,13,0.154053,0.493323,6,0.51681697
1975,10,14,-0.00639714999,0.365486,7,0.36554199
1975,10,15,-0.34566,0.26449901,8,0.435247
1975,10,16,-0.38196999,0.185996,8,0.42484701
1975,10,17,-0.15173,0.0192524008,8,0.152945
1975,10,18,0.17082401,0.0224920008,5,0.172299
1975,10,19,0.43292999,-0.18307,4,0.470047
1975,10,20,0.74086797,-0.19001999,4,0.76484799
1975,10,21,0.88085097,-0.0423954986,4,0.88187099
1975,10,22,0.86826003,0.100095,5,0.87401003
1975,10,23,0.85818201,0.335504,5,0.92143399
1975,10,24,0.104783,0.235029,6,0.25732899
1975,10,25,-0.25512001,0.16132499,8,0.30184701
1975,10,26,-0.23096,0.229387,8,0.325519
1975,10,27,-0.41821,0.15841401,8,0.44720399
1975,10,28,-0.46618,0.123511,8,0.48226199
1975,10,29,-0.0940605029,0.162977,7,0.188173
1975,10,30,-0.00791065022,-0.0544033013,2,0.0549754985
1975,10,31,0.0563413016,-0.16472,3,0.17409401
1975,11,1,-0.11298,0.0509078987,8,0.123924
1975,11,2,-0.10307,0.29877299,7,0.316053
1975,11,3,-0.19359,0.40055701,7,0.44488499
